sentence1,sentence2,similarity_score
A person is riding a horse.,A woman is slicing potatoes.,0.0
The brown and white dog swims in a swimming pool.,A brown and white dog swims in a backyard swimming pool.,4.599999904632568
Car bombs kill at least 16 in Iraqi capital,Car bombs kill at least 47 in Baghdad area,2.5999999046325684
Congratulations on being named Time magazine's Person of the Year.,Time magazine named the American soldier its Person of the Year for 2003.,2.400000095367432
A man shoots a man.,A man with a pistol shoots another man.,4.25
Dozens injured as Boeing 777 jet crash lands at San Francisco airport,Asiana Air Boeing 777 crash lands at San Francisco airport,3.799999952316284
Unfortunately the answer to your question is we simply do not know.,"If the conversation is not about work, you know what the answer is to your own question.",2.0
All eyes on new Pak army chief Raheel Sharif,Flood alerts in France as river levels rise,0.0
A man is singing into a microphone.,A man is dancing in the rain.,0.4000000059604645
two girls holding up a scary movie flyer,Two girls holding sacks are standing in a field.,1.399999976158142
Putin claims victory in Russia's presidential election,Will Putin's Election Victory in Russia Be Greeted with Protests?,1.7999999523162842
You are on the right path.,You're right on about the sample definition.,0.0
Blitzbokke ousted by Fiji,Blitzbokke beaten by NZ,2.0
One witness told Anatolian he saw the plane on fire while it was still in the air.,One witness told the Anatolian news agency he saw the plane on fire in mid-air.,4.599999904632568
A large black bird is sitting in the water.,The birds are swimming in the water.,2.5999999046325684
A man is walking outside.,A man is dancing.,0.75
The new research will be published soon in the Proceedings of the National Academy of Sciences.,It will appear in the next few weeks on the Web site of the Proceedings of the National Academy of Sciences.,3.400000095367432
Two lambs stand on a grassy hill.,Two dirt bikers riding over dirt hill.,0.2000000029802322
Lacey - welcome back!,"Anyway, welcome back.",4.0
"They don't taste identical at all, and even more important, they don't smell the same.",Black pepper and white pepper are differing preparations of the fruit of the Piper nigrum plant.,2.5999999046325684
"Iran, six global powers sign landmark nuclear deal","Iran, world powers agree nuclear deal",4.599999904632568
Two ducks are standing by the water.,The birds are swimming in the water.,2.400000095367432
Monkeypox is usually found only in central and western Africa.,"Prairie dogs, usually found in southwestern and western states, aren’t indigenous to Wisconsin.",0.25
"Dotson, 21, was arrested and charged on July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.","Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him, according to the arrest warrant affidavit.",4.25
AU leaders meet for Africa Day,Egypt Youth Leader Detained for Four Days,0.6000000238418579
U.S. drone strike kills 5 in Pakistan,Pakistan drone strike kills up to six,3.0
India and China troops retreat to de facto border in face-off deal,India says China agrees retreat to de facto border in faceoff deal,4.199999809265137
Tan cow with ear tags on a grassy field.,Many sheep standing on a green hill.,0.2000000029802322
Obama queries Turnbull over China port deal,Spanish bulls gore seven to death,0.0
Singapore shares open 0.83% higher on Wednesday,Singapore shares open 0.06% lower on Tuesday,1.0
Can you do this?,Can you do it?,5.0
UN Chemical Weapons Experts to Visit Syria,US Says Chemical Weapons Used in Syria,2.0
The people are lifting bags.,Several people are carrying large bags.,3.75
Perry has called lawmakers into two special sessions to address congressional redistricting.,Perry has since called two special legislative sessions to try force the redistricting plan through.,3.75
"Gregory Parseghian, a former investment banker, was appointed chief executive.",Greg Parseghian was appointed the new chief executive.,3.799999952316284
A child in a red shirt is using a black wake board to splash over a beach wave.,A man in a rowboat is rowing across blue water.,1.0
The man is wearing a black shirt and hat and smiling.,A man is lifting a little girl above his head.,0.0
Now you don't have to be perfect on every answer.,You don't have to know.,2.0
"U.S., allies to add sanctions against Russia over Ukraine",EU Slaps New Sanctions on Russia Over Ukraine,3.0
occupied Palestinian territory: Israeli Forces Continue to Shed Palestinian Blood in oPt,occupied Palestinian territory: Israel warns on security as Gaza truce talks resume,1.0
A man is riding a horse.,A man is driving a car.,1.399999976158142
Attack on Nato base in Afghanistan kills 15,Aid workers freed in Afghanistan raid,1.0
"Gov. Rick Perry has said that while he opposes gambling expansion, he would be reluctant to veto continuation of the Lottery Commission.","Gov. Rick Perry opposes expansion of gambling but has said he would be ""hard-pressed"" to veto the lottery sunset bill.",3.799999952316284
I agree with the other comments.,I agree with the previous comments.,5.0
A girl bounces in a bounce house.,A girl dances like a man in costume,1.2000000476837158
The unions also staged a five-day strike in March that forced all but one of Yale's dining halls to close.,The unions also staged a five-day strike in March; strikes have preceded eight of the last 10 contracts.,2.5999999046325684
"""I do not wish to be present during this witness,"" he told Stanislaus County Superior Court Judge Al Girolami.","""Yes, I do not wish to be present during this witness,"" Peterson, 31, calmly told the judge as he was returned to his cell.",3.25
A man is playing a musical keyboard.,A man is playing a keyboard piano.,5.0
USA expels Venezuela diplomats in row,U.S. expels Venezuelan diplomats,4.400000095367432
the osce meeting lasted two days.,the osce meeting was held in madrid.,1.7999999523162842
A man is running.,A man is dancing.,1.25
Friends of Syria recognizes opposition coalition as legitimate representative of Syrian people,"U.S., Friends of Syria recognise opposition as sole representative",4.0
Three dogs running in the dirt.,The yellow dog is running on the dirt road.,1.399999976158142
A person is adding food in a pan.,A woman puts rice into a pan.,3.0
West hails Syria opposition vote to join peace talks,Syrian opposition to name delegation for talks,2.5999999046325684
An orange kitten lay on a leather couch.,Young couple sitting on a black couch.,0.800000011920929
A little blonde girl is standing in front of a water fountain.,A young girl standing in front of a fountain,4.0
Weak earnings drag stocks lower,Weak earnings drag stocks lower on Wall Street,3.799999952316284
4 French Soldiers Reported Killed in Afghanistan,British Soldier Killed In Afghanistan,1.0
A man blowing a large bubble.,A man walking a large black horse.,0.0
Obama urges decisive action on Europe debt crisis,Obama urges Europe to act quickly on crisis,3.400000095367432
"The new system costs between $1.1 million and $22 million, depending on configuration.","The system is priced from US$1.1 million to $22.4 million, depending on configuration.",3.5999999046325684
"The House voted 425 to 2 to clear the bill, the first of 13 that Congress must pass each year to fund the federal government.",The bill is among the first of 13 that Congress must pass each year to fund the federal government.,3.0
U.N. Security Council calls for humanitarian ceasefire in Gaza,U.N. Security Council Calls for Unconditional Cease-Fire in Gaza,4.800000190734863
Pakistan court demands 'blasphemy' rampage answers,Pakistan-UN report reveals alarming levels of drug use,0.6000000238418579
. Sinful people do not get to heaven.,Or sin is removed upon entry to heaven.,1.7999999523162842
"""The gloves are off,"" said UNIFI official Rob O'Neill.","Unifi official Rob O'Neill said: ""The gloves are off.",5.0
A man in a blue cap is sitting on a stool under a tree.,A dog standing on a beach with a ball nearby.,0.0
BTW he had appropriate deferments for the time.,"Appropriate deferments for the time, eh?",3.200000047683716
Israel sanctions Palestinians in new blow to peace talks,Israel to release Palestinian prisoners as part of deal to revive peace talks,2.400000095367432
"US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline, which transports crude from Colombia's second-biggest oil field.",U.S. Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline.,3.200000047683716
