anchor,positive,negative
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , a former member of the American Nazi Party and the Ku Klux Klan , was elected this month to the Louisiana Legislature as a member of the Republican Party .","In particular , the mechanical strength of the epoxy resin that is the mold material for the sidewall levitation coils was carefully checked ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke , a former member of the American Nazi Party and the Ku Klux Klan , was elected this month to the Louisiana Legislature as a member of the Republican Party .",It was precisely at this time that the last message was received from the submarine : `` Trim increasing abruptly .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke then billed himself as executive director and grand dragon of the Knights of the Ku Klux Klan , always being careful to explain that it was one of several Klan groups in the country .","Emperor Akihito and Empress Michiko visited China between <num> and <num> October <num> , becoming the first Japanese monarch ever to visit China in the ancient history of Chinese - Japanese relations ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke then billed himself as executive director and grand dragon of the Knights of the Ku Klux Klan , always being careful to explain that it was one of several Klan groups in the country .","Among them , the Waigaoqiao Bonded Zone in Pudong , Shanghai , set up earliest of all and entirely closed , was the largest , covering an area of <num> square km ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke then billed himself as executive director and grand dragon of the Knights of the Ku Klux Klan , always being careful to explain that it was one of several Klan groups in the country .","First , the submarine lies off the coast of Norway , in Norway 's traditional fishing grounds ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke then billed himself as executive director and grand dragon of the Knights of the Ku Klux Klan , always being careful to explain that it was one of several Klan groups in the country .",The development of the maglev railway is entering the stage where efforts will center on improving reliability and reducing costs in the move towards practical use .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"Duke then billed himself as executive director and grand dragon of the Knights of the Ku Klux Klan , always being careful to explain that it was one of several Klan groups in the country .","Like most Kilimanjaro climbers , we elected to do the ascent Himalayan style , with porters carrying all but day packs ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , the former Ku Klux Klan leader elected last month to the Louisiana House of Representatives , called the Rev. Jesse Jackson a `` racist '' and said affirmative action and minority set-aside programs should be abolished .","After a meeting on Monday of Governor Pete Wilson and representatives of <num> insurance companies , a spokesman for Mr Wilson said 'some type of action , probably legislative action ' was likely ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , the former Ku Klux Klan leader elected last month to the Louisiana House of Representatives , called the Rev. Jesse Jackson a `` racist '' and said affirmative action and minority set-aside programs should be abolished .","Less than a month before his death , he braved severe cold to visit Moscow ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , the former Ku Klux Klan leader elected last month to the Louisiana House of Representatives , called the Rev. Jesse Jackson a `` racist '' and said affirmative action and minority set-aside programs should be abolished .","The first time he attempted golf , <num> people watched Robinson break <num> at Pasadena 's Brookside Park ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , the former Ku Klux Klan leader elected last month to the Louisiana House of Representatives , called the Rev. Jesse Jackson a `` racist '' and said affirmative action and minority set-aside programs should be abolished .",What if Lemieux had scored in the last <num> games of this season ?
Which former Ku Klux Klan member won an elected office in the U.S. ?,"David Duke , the former Ku Klux Klan leader elected last month to the Louisiana House of Representatives , called the Rev. Jesse Jackson a `` racist '' and said affirmative action and minority set-aside programs should be abolished .","China has always been a strange , twisting thread in Richard Nixon 's remarkable life ."
Which former Ku Klux Klan member won an elected office in the U.S. ?,"To the `` Not-sees , '' Skinheads , Ku Klux Klan , David Duke , and other bigoted , racist know-nothings : `` Foiled again ! ''",What if Lemieux had scored in the last <num> games of this season ?
Which former Ku Klux Klan member won an elected office in the U.S. ?,"To the `` Not-sees , '' Skinheads , Ku Klux Klan , David Duke , and other bigoted , racist know-nothings : `` Foiled again ! ''",Nestle bought <num> percent of the shares in the Goplana joint-venture company in Poznan on <num> January .
Which former Ku Klux Klan member won an elected office in the U.S. ?,"To the `` Not-sees , '' Skinheads , Ku Klux Klan , David Duke , and other bigoted , racist know-nothings : `` Foiled again ! ''","They all sound as if they come the grungier reaches of British suburbia , and an initially unpromising film ends up holding you in sickly , sepulchral thrall ."
